DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_SEX,DIM_AGE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
419,Latin America and the Caribbean,2006,Female,10 to 14 years,RATE_PER_1000,3.8,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2009,Female,10 to 14 years,RATE_PER_1000,3.68,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2010,Female,10 to 14 years,RATE_PER_1000,3.63,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2002,Female,10 to 14 years,RATE_PER_1000,04.03,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2000,Female,10 to 14 years,RATE_PER_1000,4.23,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2001,Female,10 to 14 years,RATE_PER_1000,4.2,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2005,Female,10 to 14 years,RATE_PER_1000,3.87,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2004,Female,10 to 14 years,RATE_PER_1000,3.86,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2003,Female,10 to 14 years,RATE_PER_1000,3.88,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2015,Female,10 to 14 years,RATE_PER_1000,3.27,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2014,Female,10 to 14 years,RATE_PER_1000,3.39,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2013,Female,10 to 14 years,RATE_PER_1000,3.48,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2011,Female,10 to 14 years,RATE_PER_1000,3.63,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2012,Female,10 to 14 years,RATE_PER_1000,3.6,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2016,Female,10 to 14 years,RATE_PER_1000,03.08,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2017,Female,10 to 14 years,RATE_PER_1000,2.96,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2018,Female,10 to 14 years,RATE_PER_1000,2.84,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2019,Female,10 to 14 years,RATE_PER_1000,2.67,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2021,Female,10 to 14 years,RATE_PER_1000,2.44,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2020,Female,10 to 14 years,RATE_PER_1000,2.51,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2023,Female,10 to 14 years,RATE_PER_1000,2.31,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
419,Latin America and the Caribbean,2022,Female,10 to 14 years,RATE_PER_1000,2.36,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
426,Lesotho,2003,Female,10 to 14 years,RATE_PER_1000,0,Lesotho 2004 Demographic and Health Survey,PUBLISHED
426,Lesotho,2005,Female,10 to 14 years,RATE_PER_1000,01.07,Lesotho 2009 Demographic and Health Survey,PUBLISHED
426,Lesotho,2020,Female,10 to 14 years,RATE_PER_1000,0.11,Registration National Statistics & WPP2022,PUBLISHED
426,Lesotho,2017,Female,10 to 14 years,RATE_PER_1000,0.13,Registration National Statistics & WPP2022,PUBLISHED
426,Lesotho,2016,Female,10 to 14 years,RATE_PER_1000,0.57,Lesotho 2018 Multiple Indicator Cluster Survey,PUBLISHED
426,Lesotho,2012,Female,10 to 14 years,RATE_PER_1000,0.66,Lesotho 2014 Demographic and Health Survey,PUBLISHED
426,Lesotho,2014,Female,10 to 14 years,RATE_PER_1000,0.55,Lesotho 2018 Multiple Indicator Cluster Survey,PUBLISHED
426,Lesotho,2013,Female,10 to 14 years,RATE_PER_1000,0.95,Lesotho 2014 Demographic and Health Survey,PUBLISHED
428,Latvia,2013,Female,10 to 14 years,RATE_PER_1000,0.11,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2014,Female,10 to 14 years,RATE_PER_1000,0.08,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2012,Female,10 to 14 years,RATE_PER_1000,0.12,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2020,Female,10 to 14 years,RATE_PER_1000,0.04,Registration Eurostat,PUBLISHED
428,Latvia,2007,Female,10 to 14 years,RATE_PER_1000,0.06,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2006,Female,10 to 14 years,RATE_PER_1000,0.08,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2010,Female,10 to 14 years,RATE_PER_1000,0.04,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2008,Female,10 to 14 years,RATE_PER_1000,0.06,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2019,Female,10 to 14 years,RATE_PER_1000,0.04,Registration Eurostat,PUBLISHED
428,Latvia,2000,Female,10 to 14 years,RATE_PER_1000,0.05,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2002,Female,10 to 14 years,RATE_PER_1000,0.02,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2001,Female,10 to 14 years,RATE_PER_1000,0.07,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2004,Female,10 to 14 years,RATE_PER_1000,0.02,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2003,Female,10 to 14 years,RATE_PER_1000,0.02,Estimate Human Fertility Database,PUBLISHED
428,Latvia,2021,Female,10 to 14 years,RATE_PER_1000,0,Registration National Statistics & WPP2022,PUBLISHED
430,Liberia,2004,Female,10 to 14 years,RATE_PER_1000,5.5,Liberia 2007 Demographic and Health Survey,PUBLISHED
430,Liberia,2005,Female,10 to 14 years,RATE_PER_1000,6.12,Liberia 2007 Demographic and Health Survey,PUBLISHED
430,Liberia,2001,Female,10 to 14 years,RATE_PER_1000,11.07,Liberia 2009 Malaria Indicators Survey,PUBLISHED
430,Liberia,2008,Female,10 to 14 years,RATE_PER_1000,7.63,Liberia 2013 Demographic and Health Survey,PUBLISHED
430,Liberia,2010,Female,10 to 14 years,RATE_PER_1000,4.44,Liberia 2011 Malaria Indicators Survey,PUBLISHED
430,Liberia,2018,Female,10 to 14 years,RATE_PER_1000,3.81,Liberia 2019-2020 Demographic and Health Survey,PUBLISHED
430,Liberia,2017,Female,10 to 14 years,RATE_PER_1000,4.71,Liberia 2019-2020 Demographic and Health Survey,PUBLISHED
430,Liberia,2012,Female,10 to 14 years,RATE_PER_1000,6.56,Liberia 2019-2020 Demographic and Health Survey,PUBLISHED
430,Liberia,2014,Female,10 to 14 years,RATE_PER_1000,5.9,Liberia 2016 Malaria Indicators Survey,PUBLISHED
430,Liberia,2015,Female,10 to 14 years,RATE_PER_1000,5.59,Liberia 2019-2020 Demographic and Health Survey,PUBLISHED
432,Landlocked developing countries,2015,Female,10 to 14 years,RATE_PER_1000,3.91,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2014,Female,10 to 14 years,RATE_PER_1000,04.05,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2011,Female,10 to 14 years,RATE_PER_1000,4.82,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2012,Female,10 to 14 years,RATE_PER_1000,4.49,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2013,Female,10 to 14 years,RATE_PER_1000,4.18,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2018,Female,10 to 14 years,RATE_PER_1000,3.58,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2016,Female,10 to 14 years,RATE_PER_1000,3.78,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2017,Female,10 to 14 years,RATE_PER_1000,3.67,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2019,Female,10 to 14 years,RATE_PER_1000,3.52,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2021,Female,10 to 14 years,RATE_PER_1000,3.35,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2020,Female,10 to 14 years,RATE_PER_1000,3.43,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2010,Female,10 to 14 years,RATE_PER_1000,4.95,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2009,Female,10 to 14 years,RATE_PER_1000,05.06,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2007,Female,10 to 14 years,RATE_PER_1000,06.01,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2006,Female,10 to 14 years,RATE_PER_1000,6.27,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2008,Female,10 to 14 years,RATE_PER_1000,5.63,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2002,Female,10 to 14 years,RATE_PER_1000,7.21,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2000,Female,10 to 14 years,RATE_PER_1000,07.09,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2001,Female,10 to 14 years,RATE_PER_1000,7.45,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2005,Female,10 to 14 years,RATE_PER_1000,6.77,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2004,Female,10 to 14 years,RATE_PER_1000,6.85,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2003,Female,10 to 14 years,RATE_PER_1000,6.79,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
432,Landlocked developing countries,2023,Female,10 to 14 years,RATE_PER_1000,3.1,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
440,Lithuania,2013,Female,10 to 14 years,RATE_PER_1000,0.13,Estimate Human Fertility Database,PUBLISHED
432,Landlocked developing countries,2022,Female,10 to 14 years,RATE_PER_1000,3.22,"United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects: The 2022 Revision, custom data acquired via website.",PUBLISHED
440,Lithuania,2020,Female,10 to 14 years,RATE_PER_1000,0.03,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2019,Female,10 to 14 years,RATE_PER_1000,0.08,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2018,Female,10 to 14 years,RATE_PER_1000,0.11,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2016,Female,10 to 14 years,RATE_PER_1000,0.16,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2017,Female,10 to 14 years,RATE_PER_1000,0.11,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2009,Female,10 to 14 years,RATE_PER_1000,0.13,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2007,Female,10 to 14 years,RATE_PER_1000,0.18,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2006,Female,10 to 14 years,RATE_PER_1000,0.15,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2002,Female,10 to 14 years,RATE_PER_1000,0.08,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2001,Female,10 to 14 years,RATE_PER_1000,0.12,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2000,Female,10 to 14 years,RATE_PER_1000,0.1,Estimate Human Fertility Database,PUBLISHED
440,Lithuania,2003,Female,10 to 14 years,RATE_PER_1000,0.09,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2004,Female,10 to 14 years,RATE_PER_1000,0.12,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2000,Female,10 to 14 years,RATE_PER_1000,0.27,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2006,Female,10 to 14 years,RATE_PER_1000,0.12,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2007,Female,10 to 14 years,RATE_PER_1000,0,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2009,Female,10 to 14 years,RATE_PER_1000,0,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2008,Female,10 to 14 years,RATE_PER_1000,0,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2010,Female,10 to 14 years,RATE_PER_1000,0.11,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2017,Female,10 to 14 years,RATE_PER_1000,0,Registration Eurostat,PUBLISHED
442,Luxembourg,2016,Female,10 to 14 years,RATE_PER_1000,0,Registration Eurostat,PUBLISHED
442,Luxembourg,2019,Female,10 to 14 years,RATE_PER_1000,0,Registration Eurostat,PUBLISHED
442,Luxembourg,2020,Female,10 to 14 years,RATE_PER_1000,0,Registration Eurostat,PUBLISHED
442,Luxembourg,2012,Female,10 to 14 years,RATE_PER_1000,0,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2011,Female,10 to 14 years,RATE_PER_1000,0,Estimate Human Fertility Database,PUBLISHED
442,Luxembourg,2015,Female,10 to 14 years,RATE_PER_1000,0.07,Registration Eurostat,PUBLISHED
450,Madagascar,2014,Female,10 to 14 years,RATE_PER_1000,15.11,Madagascar 2018 Multiple Indicator Cluster Survey,PUBLISHED
450,Madagascar,2013,Female,10 to 14 years,RATE_PER_1000,15.31,Madagascar 2021 Demographic and Health Survey,PUBLISHED
450,Madagascar,2011,Female,10 to 14 years,RATE_PER_1000,16.9,Madagascar 2018 Multiple Indicator Cluster Survey,PUBLISHED
450,Madagascar,2019,Female,10 to 14 years,RATE_PER_1000,07.08,Madagascar 2021 Demographic and Health Survey,PUBLISHED
450,Madagascar,2018,Female,10 to 14 years,RATE_PER_1000,9.92,Madagascar 2021 Demographic and Health Survey,PUBLISHED
450,Madagascar,2016,Female,10 to 14 years,RATE_PER_1000,13.6,Madagascar 2021 Demographic and Health Survey,PUBLISHED
454,Malawi,2008,Female,10 to 14 years,RATE_PER_1000,02.07,Malawi 2010 Demographic and Health Survey,PUBLISHED
454,Malawi,2010,Female,10 to 14 years,RATE_PER_1000,03.09,Malawi 2012 Malaria Indicators Survey,PUBLISHED
450,Madagascar,2009,Female,10 to 14 years,RATE_PER_1000,11.2,Madagascar 2011 Malaria Indicators Survey,PUBLISHED
454,Malawi,2004,Female,10 to 14 years,RATE_PER_1000,3.11,Malawi 2006 Multiple Indicator Cluster Survey,PUBLISHED
454,Malawi,2005,Female,10 to 14 years,RATE_PER_1000,2.41,Malawi 2006 Multiple Indicator Cluster Survey,PUBLISHED
454,Malawi,2017,Female,10 to 14 years,RATE_PER_1000,2.42,Malawi 2019-2020 Multiple Indicator Cluster Survey,PUBLISHED
454,Malawi,2018,Female,10 to 14 years,RATE_PER_1000,02.05,Malawi 2019-2020 Multiple Indicator Cluster Survey,PUBLISHED
454,Malawi,2011,Female,10 to 14 years,RATE_PER_1000,2.41,Malawi 2014 Malaria Indicators Survey,PUBLISHED
454,Malawi,2013,Female,10 to 14 years,RATE_PER_1000,2.61,Malawi 2015-2016 Demographic and Health Survey,PUBLISHED
454,Malawi,2015,Female,10 to 14 years,RATE_PER_1000,3.44,Malawi 2019-2020 Multiple Indicator Cluster Survey,PUBLISHED
454,Malawi,2014,Female,10 to 14 years,RATE_PER_1000,2.99,Malawi 2015-2016 Demographic and Health Survey,PUBLISHED
458,Malaysia,2014,Female,10 to 14 years,RATE_PER_1000,0.15,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2015,Female,10 to 14 years,RATE_PER_1000,0.16,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2013,Female,10 to 14 years,RATE_PER_1000,0.13,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2012,Female,10 to 14 years,RATE_PER_1000,0.16,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2011,Female,10 to 14 years,RATE_PER_1000,0.17,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2018,Female,10 to 14 years,RATE_PER_1000,0.14,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2020,Female,10 to 14 years,RATE_PER_1000,0.1,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2019,Female,10 to 14 years,RATE_PER_1000,0.13,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2017,Female,10 to 14 years,RATE_PER_1000,0.14,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2016,Female,10 to 14 years,RATE_PER_1000,0.13,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2001,Female,10 to 14 years,RATE_PER_1000,0.17,Registration National Statistics & WPP2022,PUBLISHED
458,Malaysia,2009,Female,10 to 14 years,RATE_PER_1000,0.16,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2008,Female,10 to 14 years,RATE_PER_1000,0.06,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2009,Female,10 to 14 years,RATE_PER_1000,0.06,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2010,Female,10 to 14 years,RATE_PER_1000,0.07,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2007,Female,10 to 14 years,RATE_PER_1000,0.11,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2006,Female,10 to 14 years,RATE_PER_1000,0.05,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2000,Female,10 to 14 years,RATE_PER_1000,0.3,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2003,Female,10 to 14 years,RATE_PER_1000,0.1,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2016,Female,10 to 14 years,RATE_PER_1000,0.07,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2017,Female,10 to 14 years,RATE_PER_1000,0.07,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2019,Female,10 to 14 years,RATE_PER_1000,0.13,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2011,Female,10 to 14 years,RATE_PER_1000,0,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2012,Female,10 to 14 years,RATE_PER_1000,0,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2013,Female,10 to 14 years,RATE_PER_1000,0.07,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2014,Female,10 to 14 years,RATE_PER_1000,0,Registration National Statistics & WPP2022,PUBLISHED
462,Maldives,2015,Female,10 to 14 years,RATE_PER_1000,0,Registration National Statistics & WPP2022,PUBLISHED
466,Mali,2014,Female,10 to 14 years,RATE_PER_1000,12.99,Mali 2018 Demographic and Health Survey,PUBLISHED
466,Mali,2013,Female,10 to 14 years,RATE_PER_1000,9.86,Mali 2015 Malaria Indicators Survey,PUBLISHED
466,Mali,2011,Female,10 to 14 years,RATE_PER_1000,12.29,Mali 2018 Demographic and Health Survey,PUBLISHED
466,Mali,2017,Female,10 to 14 years,RATE_PER_1000,6.75,Mali 2018 Demographic and Health Survey,PUBLISHED
466,Mali,2016,Female,10 to 14 years,RATE_PER_1000,8.55,Mali 2018 Demographic and Health Survey,PUBLISHED
466,Mali,2004,Female,10 to 14 years,RATE_PER_1000,9.29,Mali 2006 Demographic and Health Survey,PUBLISHED
466,Mali,2010,Female,10 to 14 years,RATE_PER_1000,17.1,Mali 2012-2013 Demographic and Health Survey,PUBLISHED
470,Malta,2010,Female,10 to 14 years,RATE_PER_1000,0.44,Registration Eurostat,PUBLISHED
470,Malta,2009,Female,10 to 14 years,RATE_PER_1000,0.52,Registration Eurostat,PUBLISHED
470,Malta,2008,Female,10 to 14 years,RATE_PER_1000,0.67,Registration Eurostat,PUBLISHED
470,Malta,2000,Female,10 to 14 years,RATE_PER_1000,1.31,Registration Eurostat,PUBLISHED
470,Malta,2001,Female,10 to 14 years,RATE_PER_1000,1.16,Registration Eurostat,PUBLISHED
470,Malta,2016,Female,10 to 14 years,RATE_PER_1000,0.3,Registration Eurostat,PUBLISHED
470,Malta,2017,Female,10 to 14 years,RATE_PER_1000,0.1,Registration Eurostat,PUBLISHED
470,Malta,2018,Female,10 to 14 years,RATE_PER_1000,0.1,Registration Eurostat,PUBLISHED
470,Malta,2019,Female,10 to 14 years,RATE_PER_1000,0.1,Registration Eurostat,PUBLISHED
470,Malta,2020,Female,10 to 14 years,RATE_PER_1000,0.09,Registration Eurostat,PUBLISHED
470,Malta,2013,Female,10 to 14 years,RATE_PER_1000,0.29,Registration Eurostat,PUBLISHED
470,Malta,2014,Female,10 to 14 years,RATE_PER_1000,0,Registration Eurostat,PUBLISHED
470,Malta,2015,Female,10 to 14 years,RATE_PER_1000,0.3,Registration Eurostat,PUBLISHED
470,Malta,2012,Female,10 to 14 years,RATE_PER_1000,0.28,Registration Eurostat,PUBLISHED
478,Mauritania,2013,Female,10 to 14 years,RATE_PER_1000,13.13,Mauritania 2019-2021 Demographic and Health Survey,PUBLISHED
478,Mauritania,2011,Female,10 to 14 years,RATE_PER_1000,11.1,Mauritania 2015 Multiple Indicator Cluster Survey,PUBLISHED
478,Mauritania,2019,Female,10 to 14 years,RATE_PER_1000,6.27,Mauritania 2019-2021 Demographic and Health Survey,PUBLISHED
478,Mauritania,2018,Female,10 to 14 years,RATE_PER_1000,8.53,Mauritania 2019-2021 Demographic and Health Survey,PUBLISHED
478,Mauritania,2016,Female,10 to 14 years,RATE_PER_1000,12.03,Mauritania 2019-2021 Demographic and Health Survey,PUBLISHED
478,Mauritania,2002,Female,10 to 14 years,RATE_PER_1000,4,Mauritania 2003-2004 Enquête sur la mortalité infantile et le paludisme (Special),PUBLISHED
478,Mauritania,2009,Female,10 to 14 years,RATE_PER_1000,7.6,Mauritania 2011 Multiple Indicator Cluster Survey,PUBLISHED
480,Mauritius,2010,Female,10 to 14 years,RATE_PER_1000,0.47,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2006,Female,10 to 14 years,RATE_PER_1000,0.53,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2005,Female,10 to 14 years,RATE_PER_1000,0.53,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2002,Female,10 to 14 years,RATE_PER_1000,0.64,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2003,Female,10 to 14 years,RATE_PER_1000,0.53,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2001,Female,10 to 14 years,RATE_PER_1000,0.61,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2000,Female,10 to 14 years,RATE_PER_1000,0.73,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2016,Female,10 to 14 years,RATE_PER_1000,0.55,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2017,Female,10 to 14 years,RATE_PER_1000,0.7,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2020,Female,10 to 14 years,RATE_PER_1000,0.53,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2011,Female,10 to 14 years,RATE_PER_1000,0.5,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2013,Female,10 to 14 years,RATE_PER_1000,0.62,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2014,Female,10 to 14 years,RATE_PER_1000,0.6,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2015,Female,10 to 14 years,RATE_PER_1000,0.56,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2021,Female,10 to 14 years,RATE_PER_1000,0.35,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2013,Female,10 to 14 years,RATE_PER_1000,1.62,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2011,Female,10 to 14 years,RATE_PER_1000,1.63,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2018,Female,10 to 14 years,RATE_PER_1000,1.12,Registration National Statistics & WPP2022,PUBLISHED
480,Mauritius,2018,Female,10 to 14 years,RATE_PER_1000,0.65,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2019,Female,10 to 14 years,RATE_PER_1000,0.98,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2017,Female,10 to 14 years,RATE_PER_1000,1.21,Registration National Statistics & WPP2022,PUBLISHED
484,Mexico,2001,Female,10 to 14 years,RATE_PER_1000,1.73,Registration National Statistics & WPP2022,PUBLISHED
